user_id	event	event_date	event_ts	session_id	revenue
19	signup	15-03-2024	15-03-2024 00:00	19_0	0
19	activation	18-03-2024	18-03-2024 21:05	19_1	0
19	feature_use	18-03-2024	18-03-2024 21:07	19_1	0
19	upgrade	18-03-2024	18-03-2024 21:09	19_1	9.12
19	activation	19-03-2024	19-03-2024 04:42	19_2	0
19	feature_use	19-03-2024	19-03-2024 04:44	19_2	0
19	upgrade	19-03-2024	19-03-2024 04:46	19_2	5.35
19	activation	21-03-2024	21-03-2024 18:57	19_3	0
19	feature_use	21-03-2024	21-03-2024 18:59	19_3	0
19	upgrade	21-03-2024	21-03-2024 19:01	19_3	6.55
19	activation	23-03-2024	23-03-2024 15:01	19_4	0
19	feature_use	23-03-2024	23-03-2024 15:03	19_4	0
19	upgrade	23-03-2024	23-03-2024 15:05	19_4	13.94
19	activation	26-03-2024	26-03-2024 03:11	19_5	0
19	feature_use	26-03-2024	26-03-2024 03:13	19_5	0
19	upgrade	26-03-2024	26-03-2024 03:15	19_5	9.24
19	activation	28-03-2024	28-03-2024 05:07	19_6	0
19	feature_use	28-03-2024	28-03-2024 05:09	19_6	0
19	upgrade	28-03-2024	28-03-2024 05:11	19_6	6.16
20	signup	06-03-2024	06-03-2024 00:00	20_0	0
21	signup	21-03-2024	21-03-2024 00:00	21_0	0
21	activation	23-03-2024	23-03-2024 21:38	21_1	0
21	feature_use	23-03-2024	23-03-2024 21:40	21_1	0
21	upgrade	23-03-2024	23-03-2024 21:42	21_1	14.47
22	signup	18-02-2024	18-02-2024 00:00	22_0	0
23	signup	02-01-2024	02-01-2024 00:00	23_0	0
23	activation	04-01-2024	04-01-2024 16:34	23_1	0
23	activation	10-03-2024	10-03-2024 04:15	23_2	0
24	signup	23-03-2024	23-03-2024 00:00	24_0	0
25	signup	03-02-2024	03-02-2024 00:00	25_0	0
25	activation	01-03-2024	01-03-2024 13:01	25_1	0
25	activation	03-03-2024	03-03-2024 06:18	25_2	0
25	activation	05-03-2024	05-03-2024 05:14	25_3	0
25	activation	06-03-2024	06-03-2024 21:56	25_4	0
25	activation	21-03-2024	21-03-2024 22:19	25_5	0
25	activation	25-03-2024	25-03-2024 12:08	25_6	0
26	signup	21-03-2024	21-03-2024 00:00	26_0	0
26	activation	22-03-2024	22-03-2024 23:33	26_1	0
26	activation	23-03-2024	23-03-2024 13:58	26_2	0
26	activation	25-03-2024	25-03-2024 14:29	26_3	0
26	activation	27-03-2024	27-03-2024 19:49	26_4	0
27	signup	17-02-2024	17-02-2024 00:00	27_0	0
27	activation	23-02-2024	23-02-2024 19:26	27_1	0
27	feature_use	23-02-2024	23-02-2024 19:28	27_1	0
27	upgrade	23-02-2024	23-02-2024 19:30	27_1	11.44
27	activation	08-03-2024	08-03-2024 18:24	27_2	0
27	feature_use	08-03-2024	08-03-2024 18:26	27_2	0
27	upgrade	08-03-2024	08-03-2024 18:28	27_2	10.61
27	activation	27-03-2024	27-03-2024 20:54	27_3	0
27	feature_use	27-03-2024	27-03-2024 20:56	27_3	0
27	upgrade	27-03-2024	27-03-2024 20:58	27_3	5.96
28	signup	01-01-2024	01-01-2024 00:00	28_0	0
28	activation	05-01-2024	05-01-2024 09:40	28_1	0
28	feature_use	05-01-2024	05-01-2024 09:42	28_1	0
28	upgrade	05-01-2024	05-01-2024 09:44	28_1	17.4
28	paying	05-01-2024	05-01-2024 09:46	28_1	49.99
28	activation	02-02-2024	02-02-2024 12:03	28_2	0
28	feature_use	02-02-2024	02-02-2024 12:05	28_2	0
28	upgrade	02-02-2024	02-02-2024 12:07	28_2	6.72
28	paying	02-02-2024	02-02-2024 12:09	28_2	49.99
28	activation	22-02-2024	22-02-2024 13:52	28_3	0
28	feature_use	22-02-2024	22-02-2024 13:54	28_3	0
28	upgrade	22-02-2024	22-02-2024 13:56	28_3	7.79
28	paying	22-02-2024	22-02-2024 13:58	28_3	19.99
28	activation	06-03-2024	06-03-2024 02:15	28_4	0
28	feature_use	06-03-2024	06-03-2024 02:17	28_4	0
28	upgrade	06-03-2024	06-03-2024 02:19	28_4	14.85
28	paying	06-03-2024	06-03-2024 02:21	28_4	49.99
28	activation	16-03-2024	16-03-2024 04:51	28_5	0
28	feature_use	16-03-2024	16-03-2024 04:53	28_5	0
28	upgrade	16-03-2024	16-03-2024 04:55	28_5	9.72
28	paying	16-03-2024	16-03-2024 04:57	28_5	9.99
29	signup	09-02-2024	09-02-2024 00:00	29_0	0
29	activation	09-02-2024	09-02-2024 18:52	29_1	0
29	feature_use	09-02-2024	09-02-2024 18:54	29_1	0
29	upgrade	09-02-2024	09-02-2024 18:56	29_1	9.82
29	activation	22-02-2024	22-02-2024 07:37	29_2	0
29	feature_use	22-02-2024	22-02-2024 07:39	29_2	0
29	upgrade	22-02-2024	22-02-2024 07:41	29_2	5.99
29	activation	01-03-2024	01-03-2024 09:40	29_3	0
29	feature_use	01-03-2024	01-03-2024 09:42	29_3	0
29	upgrade	01-03-2024	01-03-2024 09:44	29_3	8.18
29	activation	09-03-2024	09-03-2024 06:08	29_4	0
29	feature_use	09-03-2024	09-03-2024 06:10	29_4	0
29	upgrade	09-03-2024	09-03-2024 06:12	29_4	13.41
29	activation	25-03-2024	25-03-2024 22:40	29_5	0
29	feature_use	25-03-2024	25-03-2024 22:42	29_5	0
29	upgrade	25-03-2024	25-03-2024 22:44	29_5	19.19
30	signup	11-01-2024	11-01-2024 00:00	30_0	0
31	signup	17-01-2024	17-01-2024 00:00	31_0	0
31	activation	26-02-2024	26-02-2024 06:14	31_1	0
31	feature_use	26-02-2024	26-02-2024 06:16	31_1	0
32	signup	08-03-2024	08-03-2024 00:00	32_0	0
32	activation	09-03-2024	09-03-2024 13:09	32_1	0
32	feature_use	09-03-2024	09-03-2024 13:11	32_1	0
32	upgrade	09-03-2024	09-03-2024 13:13	32_1	6.86
32	paying	09-03-2024	09-03-2024 13:15	32_1	19.99
32	activation	16-03-2024	16-03-2024 19:22	32_2	0
32	feature_use	16-03-2024	16-03-2024 19:24	32_2	0
32	upgrade	16-03-2024	16-03-2024 19:26	32_2	13.87
32	paying	16-03-2024	16-03-2024 19:28	32_2	19.99
32	activation	23-03-2024	23-03-2024 18:03	32_3	0
32	feature_use	23-03-2024	23-03-2024 18:05	32_3	0
32	upgrade	23-03-2024	23-03-2024 18:07	32_3	9.28
32	paying	23-03-2024	23-03-2024 18:09	32_3	9.99
33	signup	29-03-2024	29-03-2024 00:00	33_0	0
34	signup	26-02-2024	26-02-2024 00:00	34_0	0
35	signup	13-02-2024	13-02-2024 00:00	35_0	0
35	activation	18-02-2024	18-02-2024 10:33	35_1	0
35	feature_use	18-02-2024	18-02-2024 10:35	35_1	0
35	upgrade	18-02-2024	18-02-2024 10:37	35_1	14.18
35	activation	19-03-2024	19-03-2024 12:21	35_2	0
35	feature_use	19-03-2024	19-03-2024 12:23	35_2	0
35	upgrade	19-03-2024	19-03-2024 12:25	35_2	15.45
36	signup	10-01-2024	10-01-2024 00:00	36_0	0
36	activation	25-01-2024	25-01-2024 19:08	36_1	0
36	feature_use	25-01-2024	25-01-2024 19:10	36_1	0
36	activation	26-02-2024	26-02-2024 00:16	36_2	0
36	feature_use	26-02-2024	26-02-2024 00:18	36_2	0
37	signup	12-02-2024	12-02-2024 00:00	37_0	0
37	activation	12-02-2024	12-02-2024 10:57	37_1	0
37	feature_use	12-02-2024	12-02-2024 10:59	37_1	0
37	upgrade	12-02-2024	12-02-2024 11:01	37_1	15.31
37	paying	12-02-2024	12-02-2024 11:03	37_1	99.99
37	activation	18-02-2024	18-02-2024 07:12	37_2	0
37	feature_use	18-02-2024	18-02-2024 07:14	37_2	0
37	upgrade	18-02-2024	18-02-2024 07:16	37_2	6.32
37	paying	18-02-2024	18-02-2024 07:18	37_2	49.99
37	activation	20-02-2024	20-02-2024 17:02	37_3	0
37	feature_use	20-02-2024	20-02-2024 17:04	37_3	0
37	upgrade	20-02-2024	20-02-2024 17:06	37_3	19.01
37	paying	20-02-2024	20-02-2024 17:08	37_3	9.99
38	signup	10-03-2024	10-03-2024 00:00	38_0	0
38	activation	11-03-2024	11-03-2024 02:18	38_1	0
38	feature_use	11-03-2024	11-03-2024 02:20	38_1	0
38	upgrade	11-03-2024	11-03-2024 02:22	38_1	9.94
38	activation	13-03-2024	13-03-2024 19:52	38_2	0
38	feature_use	13-03-2024	13-03-2024 19:54	38_2	0
38	upgrade	13-03-2024	13-03-2024 19:56	38_2	17.19
38	activation	19-03-2024	19-03-2024 08:46	38_3	0
38	feature_use	19-03-2024	19-03-2024 08:48	38_3	0
38	upgrade	19-03-2024	19-03-2024 08:50	38_3	7.56
38	activation	29-03-2024	29-03-2024 04:39	38_4	0
38	feature_use	29-03-2024	29-03-2024 04:41	38_4	0
38	upgrade	29-03-2024	29-03-2024 04:43	38_4	11.91
39	signup	01-02-2024	01-02-2024 00:00	39_0	0
39	activation	10-02-2024	10-02-2024 13:42	39_1	0
39	feature_use	10-02-2024	10-02-2024 13:44	39_1	0
39	upgrade	10-02-2024	10-02-2024 13:46	39_1	11.7
39	paying	10-02-2024	10-02-2024 13:48	39_1	9.99
39	activation	09-03-2024	09-03-2024 16:35	39_2	0
39	feature_use	09-03-2024	09-03-2024 16:37	39_2	0
39	upgrade	09-03-2024	09-03-2024 16:39	39_2	8.61
39	paying	09-03-2024	09-03-2024 16:41	39_2	99.99
39	activation	20-03-2024	20-03-2024 21:33	39_3	0
39	feature_use	20-03-2024	20-03-2024 21:35	39_3	0
39	upgrade	20-03-2024	20-03-2024 21:37	39_3	19.65
39	paying	20-03-2024	20-03-2024 21:39	39_3	49.99
39	activation	27-03-2024	27-03-2024 23:32	39_4	0
39	feature_use	27-03-2024	27-03-2024 23:34	39_4	0
39	upgrade	27-03-2024	27-03-2024 23:36	39_4	8.39
39	paying	27-03-2024	27-03-2024 23:38	39_4	49.99
40	signup	25-03-2024	25-03-2024 00:00	40_0	0
41	signup	27-03-2024	27-03-2024 00:00	41_0	0
42	signup	14-01-2024	14-01-2024 00:00	42_0	0
42	activation	26-02-2024	26-02-2024 06:54	42_1	0
42	feature_use	26-02-2024	26-02-2024 06:56	42_1	0
43	signup	24-01-2024	24-01-2024 00:00	43_0	0
43	activation	04-03-2024	04-03-2024 09:47	43_1	0
43	activation	29-03-2024	29-03-2024 14:43	43_2	0
44	signup	11-03-2024	11-03-2024 00:00	44_0	0
44	activation	14-03-2024	14-03-2024 04:16	44_1	0
44	feature_use	14-03-2024	14-03-2024 04:18	44_1	0
44	upgrade	14-03-2024	14-03-2024 04:20	44_1	18.75
44	paying	14-03-2024	14-03-2024 04:22	44_1	99.99
44	activation	27-03-2024	27-03-2024 14:57	44_2	0
44	feature_use	27-03-2024	27-03-2024 14:59	44_2	0
44	upgrade	27-03-2024	27-03-2024 15:01	44_2	14.31
44	paying	27-03-2024	27-03-2024 15:03	44_2	19.99
45	signup	12-01-2024	12-01-2024 00:00	45_0	0
46	signup	02-03-2024	02-03-2024 00:00	46_0	0
46	activation	02-03-2024	02-03-2024 05:19	46_1	0
46	feature_use	02-03-2024	02-03-2024 05:21	46_1	0
46	activation	05-03-2024	05-03-2024 00:32	46_2	0
46	feature_use	05-03-2024	05-03-2024 00:34	46_2	0
46	activation	09-03-2024	09-03-2024 21:35	46_3	0
46	feature_use	09-03-2024	09-03-2024 21:37	46_3	0
46	activation	16-03-2024	16-03-2024 14:24	46_4	0
46	feature_use	16-03-2024	16-03-2024 14:26	46_4	0
46	activation	25-03-2024	25-03-2024 08:09	46_5	0
46	feature_use	25-03-2024	25-03-2024 08:11	46_5	0
46	activation	29-03-2024	29-03-2024 17:07	46_6	0
46	feature_use	29-03-2024	29-03-2024 17:09	46_6	0
47	signup	01-01-2024	01-01-2024 00:00	47_0	0
47	activation	20-01-2024	20-01-2024 16:29	47_1	0
47	feature_use	20-01-2024	20-01-2024 16:31	47_1	0
47	activation	28-01-2024	28-01-2024 16:23	47_2	0
47	feature_use	28-01-2024	28-01-2024 16:25	47_2	0
47	activation	20-02-2024	20-02-2024 01:30	47_3	0
47	feature_use	20-02-2024	20-02-2024 01:32	47_3	0
48	signup	06-02-2024	06-02-2024 00:00	48_0	0
48	activation	09-02-2024	09-02-2024 09:14	48_1	0
48	feature_use	09-02-2024	09-02-2024 09:16	48_1	0
48	upgrade	09-02-2024	09-02-2024 09:18	48_1	11.04
48	activation	12-02-2024	12-02-2024 19:19	48_2	0
48	feature_use	12-02-2024	12-02-2024 19:21	48_2	0
48	upgrade	12-02-2024	12-02-2024 19:23	48_2	12.94
48	activation	18-02-2024	18-02-2024 15:35	48_3	0
48	feature_use	18-02-2024	18-02-2024 15:37	48_3	0
48	upgrade	18-02-2024	18-02-2024 15:39	48_3	11.5
48	activation	01-03-2024	01-03-2024 21:05	48_4	0
48	feature_use	01-03-2024	01-03-2024 21:07	48_4	0
48	upgrade	01-03-2024	01-03-2024 21:09	48_4	14.7
48	activation	04-03-2024	04-03-2024 03:16	48_5	0
48	feature_use	04-03-2024	04-03-2024 03:18	48_5	0
48	upgrade	04-03-2024	04-03-2024 03:20	48_5	6.73
48	activation	18-03-2024	18-03-2024 01:38	48_6	0
48	feature_use	18-03-2024	18-03-2024 01:40	48_6	0
48	upgrade	18-03-2024	18-03-2024 01:42	48_6	8.99
48	activation	23-03-2024	23-03-2024 02:36	48_7	0
48	feature_use	23-03-2024	23-03-2024 02:38	48_7	0
48	upgrade	23-03-2024	23-03-2024 02:40	48_7	6.52
49	signup	25-03-2024	25-03-2024 00:00	49_0	0
49	activation	26-03-2024	26-03-2024 03:16	49_1	0
49	feature_use	26-03-2024	26-03-2024 03:18	49_1	0
49	upgrade	26-03-2024	26-03-2024 03:20	49_1	16.01
49	activation	27-03-2024	27-03-2024 22:19	49_2	0
49	feature_use	27-03-2024	27-03-2024 22:21	49_2	0
49	upgrade	27-03-2024	27-03-2024 22:23	49_2	12.43
49	activation	28-03-2024	28-03-2024 05:52	49_3	0
49	feature_use	28-03-2024	28-03-2024 05:54	49_3	0
49	upgrade	28-03-2024	28-03-2024 05:56	49_3	8.05
49	activation	29-03-2024	29-03-2024 20:20	49_4	0
49	feature_use	29-03-2024	29-03-2024 20:22	49_4	0
49	upgrade	29-03-2024	29-03-2024 20:24	49_4	15.59
50	signup	15-03-2024	15-03-2024 00:00	50_0	0
50	activation	15-03-2024	15-03-2024 23:21	50_1	0
50	feature_use	15-03-2024	15-03-2024 23:23	50_1	0
50	upgrade	15-03-2024	15-03-2024 23:25	50_1	17.79
50	activation	16-03-2024	16-03-2024 22:17	50_2	0
50	feature_use	16-03-2024	16-03-2024 22:19	50_2	0
50	upgrade	16-03-2024	16-03-2024 22:21	50_2	7.55
50	activation	17-03-2024	17-03-2024 21:06	50_3	0
50	feature_use	17-03-2024	17-03-2024 21:08	50_3	0
50	upgrade	17-03-2024	17-03-2024 21:10	50_3	7.5
50	activation	22-03-2024	22-03-2024 10:59	50_4	0
50	feature_use	22-03-2024	22-03-2024 11:01	50_4	0
50	upgrade	22-03-2024	22-03-2024 11:03	50_4	11.83
50	activation	23-03-2024	23-03-2024 00:44	50_5	0
50	feature_use	23-03-2024	23-03-2024 00:46	50_5	0
50	upgrade	23-03-2024	23-03-2024 00:48	50_5	12.12
50	activation	24-03-2024	24-03-2024 10:03	50_6	0
50	feature_use	24-03-2024	24-03-2024 10:05	50_6	0
50	upgrade	24-03-2024	24-03-2024 10:07	50_6	7.66
51	signup	15-03-2024	15-03-2024 00:00	51_0	0
51	activation	15-03-2024	15-03-2024 15:57	51_1	0
51	feature_use	15-03-2024	15-03-2024 15:59	51_1	0
51	upgrade	15-03-2024	15-03-2024 16:01	51_1	8.71
51	activation	16-03-2024	16-03-2024 03:04	51_2	0
51	feature_use	16-03-2024	16-03-2024 03:06	51_2	0
51	upgrade	16-03-2024	16-03-2024 03:08	51_2	17.28
51	activation	17-03-2024	17-03-2024 18:45	51_3	0
51	feature_use	17-03-2024	17-03-2024 18:47	51_3	0
51	upgrade	17-03-2024	17-03-2024 18:49	51_3	19.86
51	activation	20-03-2024	20-03-2024 07:35	51_4	0
51	feature_use	20-03-2024	20-03-2024 07:37	51_4	0
51	upgrade	20-03-2024	20-03-2024 07:39	51_4	12.55
51	activation	22-03-2024	22-03-2024 04:51	51_5	0
51	feature_use	22-03-2024	22-03-2024 04:53	51_5	0
51	upgrade	22-03-2024	22-03-2024 04:55	51_5	6.41
51	activation	24-03-2024	24-03-2024 09:53	51_6	0
51	feature_use	24-03-2024	24-03-2024 09:55	51_6	0
51	upgrade	24-03-2024	24-03-2024 09:57	51_6	16.04
51	activation	25-03-2024	25-03-2024 14:33	51_7	0
51	feature_use	25-03-2024	25-03-2024 14:35	51_7	0
51	upgrade	25-03-2024	25-03-2024 14:37	51_7	16.02
51	activation	26-03-2024	26-03-2024 17:18	51_8	0
51	feature_use	26-03-2024	26-03-2024 17:20	51_8	0
51	upgrade	26-03-2024	26-03-2024 17:22	51_8	14.95
52	signup	06-03-2024	06-03-2024 00:00	52_0	0
52	activation	06-03-2024	06-03-2024 10:59	52_1	0
52	feature_use	06-03-2024	06-03-2024 11:01	52_1	0
52	upgrade	06-03-2024	06-03-2024 11:03	52_1	12.77
52	activation	15-03-2024	15-03-2024 21:56	52_2	0
52	feature_use	15-03-2024	15-03-2024 21:58	52_2	0
52	upgrade	15-03-2024	15-03-2024 22:00	52_2	17.98
52	activation	17-03-2024	17-03-2024 19:32	52_3	0
52	feature_use	17-03-2024	17-03-2024 19:34	52_3	0
52	upgrade	17-03-2024	17-03-2024 19:36	52_3	6.69
52	activation	20-03-2024	20-03-2024 21:35	52_4	0
52	feature_use	20-03-2024	20-03-2024 21:37	52_4	0
52	upgrade	20-03-2024	20-03-2024 21:39	52_4	15.92
52	activation	28-03-2024	28-03-2024 00:11	52_5	0
52	feature_use	28-03-2024	28-03-2024 00:13	52_5	0
52	upgrade	28-03-2024	28-03-2024 00:15	52_5	19.68
53	signup	21-02-2024	21-02-2024 00:00	53_0	0
54	signup	20-03-2024	20-03-2024 00:00	54_0	0
54	activation	22-03-2024	22-03-2024 09:14	54_1	0
54	feature_use	22-03-2024	22-03-2024 09:16	54_1	0
54	activation	23-03-2024	23-03-2024 01:39	54_2	0
54	feature_use	23-03-2024	23-03-2024 01:41	54_2	0
54	activation	24-03-2024	24-03-2024 16:46	54_3	0
54	feature_use	24-03-2024	24-03-2024 16:48	54_3	0
54	activation	25-03-2024	25-03-2024 10:55	54_4	0
54	feature_use	25-03-2024	25-03-2024 10:57	54_4	0
54	activation	26-03-2024	26-03-2024 19:09	54_5	0
54	feature_use	26-03-2024	26-03-2024 19:11	54_5	0
54	activation	28-03-2024	28-03-2024 13:52	54_6	0
54	feature_use	28-03-2024	28-03-2024 13:54	54_6	0
54	activation	29-03-2024	29-03-2024 14:38	54_7	0
54	feature_use	29-03-2024	29-03-2024 14:40	54_7	0
55	signup	03-02-2024	03-02-2024 00:00	55_0	0
56	signup	17-01-2024	17-01-2024 00:00	56_0	0
57	signup	02-01-2024	02-01-2024 00:00	57_0	0
57	activation	08-01-2024	08-01-2024 00:29	57_1	0
57	activation	10-02-2024	10-02-2024 11:44	57_2	0
57	activation	04-03-2024	04-03-2024 00:05	57_3	0
58	signup	09-03-2024	09-03-2024 00:00	58_0	0
58	activation	18-03-2024	18-03-2024 16:44	58_1	0
58	feature_use	18-03-2024	18-03-2024 16:46	58_1	0
58	upgrade	18-03-2024	18-03-2024 16:48	58_1	19.38
58	activation	20-03-2024	20-03-2024 17:11	58_2	0
58	feature_use	20-03-2024	20-03-2024 17:13	58_2	0
58	upgrade	20-03-2024	20-03-2024 17:15	58_2	19.31
59	signup	01-02-2024	01-02-2024 00:00	59_0	0
59	activation	10-02-2024	10-02-2024 13:39	59_1	0
59	activation	13-02-2024	13-02-2024 02:20	59_2	0
59	activation	18-03-2024	18-03-2024 07:04	59_3	0
60	signup	19-03-2024	19-03-2024 00:00	60_0	0
60	activation	22-03-2024	22-03-2024 21:42	60_1	0
60	feature_use	22-03-2024	22-03-2024 21:44	60_1	0
